epoch,accuracy,loss,val_accuracy,val_loss
0,0.46671560406684875,1.4620811939239502,0.48966896533966064,1.3938323259353638
1,0.49654000997543335,1.3746708631515503,0.4973154664039612,1.372848629951477
2,0.5041650533676147,1.3538861274719238,0.4998127818107605,1.3648582696914673
3,0.5088342428207397,1.3411900997161865,0.5021658539772034,1.360833764076233
4,0.5121095776557922,1.3325474262237549,0.5037116408348083,1.356627106666565
5,0.5147812366485596,1.325704574584961,0.5044982433319092,1.3545823097229004
6,0.5173103213310242,1.3202427625656128,0.504302442073822,1.354819655418396
7,0.5192786455154419,1.3154168128967285,0.5050581693649292,1.354793667793274
8,0.5205788016319275,1.3116018772125244,0.5055631399154663,1.354150652885437
9,0.5218274593353271,1.308103322982788,0.5059409737586975,1.3537356853485107
10,0.5230289101600647,1.305338740348816,0.5048314332962036,1.3557474613189697
11,0.5241135358810425,1.3026076555252075,0.5043883323669434,1.3549193143844604
12,0.5248203277587891,1.3004826307296753,0.5052333474159241,1.355416178703308
13,0.5257065296173096,1.2981469631195068,0.5043986439704895,1.3556727170944214
14,0.5266254544258118,1.2963272333145142,0.5043162107467651,1.3565576076507568
15,0.5271862149238586,1.294661521911621,0.505353569984436,1.3568421602249146
16,0.5274825096130371,1.2929402589797974,0.5037699937820435,1.3575485944747925
17,0.5285310745239258,1.29143488407135,0.5037116408348083,1.3590049743652344
18,0.5287079811096191,1.2902600765228271,0.5041787624359131,1.3590701818466187
19,0.5293185710906982,1.288490891456604,0.5048589110374451,1.3572295904159546
20,0.5300365090370178,1.2872695922851562,0.5046459436416626,1.358174443244934
21,0.5303825736045837,1.2861419916152954,0.5034677386283875,1.3585028648376465
22,0.5307209491729736,1.2851330041885376,0.5036738514900208,1.3649399280548096
23,0.5310189127922058,1.2840757369995117,0.5037528276443481,1.3626043796539307
24,0.5319790244102478,1.282946228981018,0.5044054985046387,1.3604505062103271
25,0.531843364238739,1.2818657159805298,0.5033097267150879,1.3618004322052002
26,0.532360315322876,1.2811561822891235,0.5035467147827148,1.3629136085510254
27,0.5328996777534485,1.280240535736084,0.5028322339057922,1.3636099100112915
28,0.5328764915466309,1.279328465461731,0.5029078125953674,1.3636412620544434
29,0.5329846739768982,1.2783684730529785,0.5019219517707825,1.3662441968917847
30,0.533817708492279,1.2776371240615845,0.5021830201148987,1.3653278350830078
31,0.5339808464050293,1.2767397165298462,0.5027531981468201,1.3659785985946655
32,0.5342487692832947,1.2761625051498413,0.5030589699745178,1.3647292852401733
33,0.5343354940414429,1.2755649089813232,0.5030040144920349,1.364531397819519
34,0.5345193147659302,1.2746909856796265,0.5019562840461731,1.3714851140975952
35,0.5348739624023438,1.274099588394165,0.5029421448707581,1.3671653270721436
36,0.535483717918396,1.2734850645065308,0.5008020997047424,1.3700213432312012
37,0.5352887511253357,1.272931694984436,0.49942806363105774,1.3739577531814575
38,0.5357155799865723,1.272067666053772,0.5004242062568665,1.375516653060913
39,0.5359131097793579,1.271812915802002,0.5006200075149536,1.3721364736557007
40,0.5362591743469238,1.2708487510681152,0.501945972442627,1.3706965446472168
41,0.5361741781234741,1.2707560062408447,0.5013723373413086,1.3731971979141235
42,0.5367770195007324,1.2699018716812134,0.5028253793716431,1.3742297887802124
43,0.5368775129318237,1.2693134546279907,0.5011112689971924,1.3767619132995605
44,0.5369401574134827,1.2687593698501587,0.5002009272575378,1.3754180669784546
45,0.5370861887931824,1.2684783935546875,0.5021142959594727,1.3757511377334595
46,0.537415087223053,1.2678134441375732,0.5021486282348633,1.3758373260498047
47,0.537411630153656,1.2674907445907593,0.5009498000144958,1.37621009349823
48,0.5376564264297485,1.2669373750686646,0.5010700225830078,1.3779301643371582
49,0.5376323461532593,1.266534447669983,0.500585675239563,1.3787083625793457
50,0.5381510853767395,1.2660441398620605,0.4999433159828186,1.3800749778747559
51,0.5380737781524658,1.2657769918441772,0.5013895034790039,1.3812836408615112
52,0.5385675430297852,1.2650165557861328,0.49812960624694824,1.3842480182647705
53,0.5383898019790649,1.2647762298583984,0.5012555122375488,1.3771469593048096
54,0.5385254621505737,1.2642585039138794,0.5013929009437561,1.378382921218872
55,0.5387822389602661,1.2636222839355469,0.5015234351158142,1.3801623582839966
56,0.5387290120124817,1.2635248899459839,0.500348687171936,1.3802759647369385
57,0.5390510559082031,1.2629133462905884,0.49942463636398315,1.3812315464019775
58,0.5393602252006531,1.2626341581344604,0.5004070401191711,1.3845161199569702
59,0.5391841530799866,1.2622801065444946,0.499685674905777,1.3824361562728882
60,0.5396702289581299,1.2619434595108032,0.500348687171936,1.3839714527130127
61,0.5397732853889465,1.2615253925323486,0.5003039836883545,1.3843661546707153
62,0.5397732853889465,1.2613749504089355,0.4999604821205139,1.3800616264343262
63,0.5397440791130066,1.2609628438949585,0.4996066689491272,1.3866537809371948
64,0.5398170948028564,1.2604951858520508,0.5000841617584229,1.3870939016342163
65,0.5401356816291809,1.260259985923767,0.4985658526420593,1.3890067338943481
66,0.5401623249053955,1.2599760293960571,0.5003795623779297,1.386310338973999
67,0.5402044057846069,1.2596508264541626,0.4997028708457947,1.386606216430664
68,0.5404019355773926,1.2591884136199951,0.5005444884300232,1.38736891746521
69,0.5405367612838745,1.258966326713562,0.49856242537498474,1.38961923122406
70,0.5408080816268921,1.258682131767273,0.49961012601852417,1.3848731517791748
71,0.5407891869544983,1.2582743167877197,0.5005066990852356,1.3875025510787964
72,0.5411507487297058,1.2579684257507324,0.4998162090778351,1.3865700960159302
73,0.5409549474716187,1.2579270601272583,0.49908456206321716,1.3940589427947998
74,0.5414161086082458,1.2575820684432983,0.5002696514129639,1.38606858253479
75,0.5413130521774292,1.2570902109146118,0.4980230927467346,1.393441915512085
76,0.5413689017295837,1.2570292949676514,0.4985692799091339,1.3917077779769897
77,0.5415260195732117,1.2565842866897583,0.49918416142463684,1.3936002254486084
78,0.5418034195899963,1.2563753128051758,0.4981708228588104,1.3920897245407104
79,0.5418463945388794,1.256195306777954,0.49952423572540283,1.3912944793701172
80,0.5418643951416016,1.2558059692382812,0.49886125326156616,1.3938544988632202
81,0.5419039130210876,1.2556344270706177,0.4994761347770691,1.3918039798736572
82,0.5421168804168701,1.2554187774658203,0.4976658523082733,1.3959150314331055
83,0.5423401594161987,1.254993200302124,0.49826356768608093,1.3963196277618408
84,0.542201042175293,1.2548391819000244,0.4986517131328583,1.3944065570831299
85,0.5423083901405334,1.2544629573822021,0.498325377702713,1.3949006795883179
86,0.5424818396568298,1.2543991804122925,0.49842843413352966,1.3953427076339722
87,0.542651891708374,1.2543495893478394,0.49886471033096313,1.3972580432891846
88,0.5423058271408081,1.2538721561431885,0.4979097545146942,1.39739990234375
89,0.5426819324493408,1.2537816762924194,0.4977585971355438,1.3941476345062256
90,0.5424844622612,1.2534306049346924,0.49835631251335144,1.3960247039794922
91,0.5425316691398621,1.253077507019043,0.49808835983276367,1.3999775648117065
92,0.5427377820014954,1.2533265352249146,0.4976177513599396,1.399942398071289
93,0.5427420735359192,1.2525371313095093,0.4985555410385132,1.399977684020996
94,0.5429310202598572,1.252520203590393,0.4975147247314453,1.3977091312408447
95,0.542826235294342,1.2524125576019287,0.4962918162345886,1.4019992351531982
96,0.5434282422065735,1.2521789073944092,0.4973704516887665,1.4039802551269531
97,0.5431508421897888,1.2518478631973267,0.4965460002422333,1.4014471769332886
98,0.5432083606719971,1.2517544031143188,0.49720898270606995,1.4004218578338623
99,0.5433732867240906,1.251467227935791,0.4978719651699066,1.4007878303527832
